index,beer_name,beer_abv,beer_ibu,beer_style
963,Flying Horse Royal Lager Beer,0.0,0.0,American-Style Lager
964,Red Sky Amber Lager,0.0,0.0,American-Style Lager
965,Moonset Lager,0.0,0.0,American-Style Lager
966,Ice,0.0,0.0,American-Style Lager
967,Poi Dog Wheat,0.0,0.0,American-Style Lager
968,Dark Wheat,0.0,0.0,American-Style Lager
969,Summer Wheat,0.0,0.0,American-Style Lager
970,Draft,0.0,0.0,American-Style Lager
971,Three Stooges Beer,0.0,0.0,American-Style Lager
972,Storm Super Premium Malt Liquor,10.0,0.0,American-Style Lager
973,Rye,0.0,0.0,American-Style Lager
974,Honey Weizen,0.0,0.0,American-Style Lager
975,Black Jack Black and Tan,0.0,0.0,American-Style Lager
976,Osage Golden Wheat Ale,0.0,0.0,American-Style Lager
977,Wheaten Ale,0.0,0.0,American-Style Lager
978,Harvest Wheat,0.0,0.0,American-Style Lager
979,Yellow Rose Cream Ale,0.0,0.0,American-Style Lager
980,Hefe Weizen,0.0,0.0,American-Style Lager
981,Red Stripe Lager Beer,0.0,0.0,American-Style Lager
982,Cass Fresh,0.0,0.0,American-Style Lager
983,Hinano,5.0,0.0,American-Style Lager
984,Hefeweizen,0.0,0.0,American-Style Lager
985,Weizen,0.0,0.0,American-Style Lager
986,Mountain Wheat,0.0,0.0,American-Style Lager
987,Old Powerhouse Lager (discontinued),0.0,0.0,American-Style Lager
988,Bavarian Lager,5.0,0.0,American-Style Lager
989,Summer Honey Seasonal Ale,0.0,0.0,American-Style Lager
990,Totally Naked,4.2,0.0,American-Style Lager
991,Edel-Pils,0.0,0.0,American-Style Lager
992,Z Lager,0.0,0.0,American-Style Lager
993,#17 Cream Ale,0.0,0.0,American-Style Lager
994,Mountain Lager,4.5,0.0,American-Style Lager
995,Zoigl Star Lager,5.9,0.0,American-Style Lager
996,Yuengling Lager,4.4,0.0,American-Style Lager
997,Yuengling Premium Beer,4.4,0.0,American-Style Lager
998,Throwback Lager,5.4,0.0,American-Style Lager
999,Victory Lager,4.8,0.0,American-Style Lager
1000,St. Victorious,7.6,0.0,American-Style Lager
1001,Coors Extra Gold Lager,5.0,0.0,American-Style Lager
1002,Molson Canadian,5.0,0.0,American-Style Lager
1003,Killian's Irish Red,4.9,0.0,American-Style Lager
1004,Spruce Creek Lager,4.8,0.0,American-Style Lager
1005,Spring Creek Lager,5.2,0.0,American-Style Lager
1006,Labatt Blue,4.7,0.0,American-Style Lager
1007,Labatt Ice,5.6,0.0,American-Style Lager
1008,Labatt Crystal,5.0,0.0,American-Style Lager
1009,Labatt Extra Dry,5.5,0.0,American-Style Lager
1010,Genuine Lager,5.0,0.0,American-Style Lager
1011,Genuine Honey Lager,5.0,0.0,American-Style Lager
1012,Labatt Wildcat,4.9,0.0,American-Style Lager
1013,Penn Gold,4.0,0.0,American-Style Lager
1014,Augustiner,4.3,0.0,American-Style Lager
1015,Stoudt's Gold Lager,4.7,0.0,American-Style Lager
1016,Old Milwaukee,4.6,0.0,American-Style Lager
1017,Spring Bock,6.5,0.0,American-Style Lager
1018,Amigo Lager,5.0,0.0,American-Style Lager
1019,Wild Rice Lager,0.0,0.0,American-Style Lager
1020,Samuel Adams Boston Lager,4.75,0.0,American-Style Lager
1021,Harp Lager,5.0,0.0,American-Style Lager
1022,Gull Classic,5.5,0.0,American-Style Lager
1023,Stella Artois,5.2,0.0,American-Style Lager
1024,Forty-Niner Gold Lager,4.5,0.0,American-Style Lager
1025,Haywords 5000,7.5,0.0,American-Style Lager
1026,Brewhouse Lager,4.5,0.0,American-Style Lager
1027,Flywheel Bright Lager,5.0,0.0,American-Style Lager
1028,Fauerbach Export,0.0,0.0,American-Style Lager
1029,Esser's Best,0.0,0.0,American-Style Lager
1030,Imperial Czech Premium Lager,0.0,0.0,American-Style Lager
1031,Moosehead Lager,5.0,0.0,American-Style Lager
1032,Standing Stone Lager,0.0,0.0,American-Style Lager
1033,River Horse Lager,5.0,0.0,American-Style Lager
1034,Baltika #5,5.3,0.0,American-Style Lager
1035,Baltika #9,8.0,0.0,American-Style Lager
1036,Olde Buzzard Lager,5.0,0.0,American-Style Lager
1037,Haywards 5000,7.5,0.0,American-Style Lager
1038,Peroni Nastro Azzurro,5.1,0.0,American-Style Lager
1039,Haywards Black,8.0,0.0,American-Style Lager
1040,Foster's Lager Beer,4.9,0.0,American-Style Lager
1041,Royal Challenge,5.0,0.0,American-Style Lager
1042,Knock Out,8.0,0.0,American-Style Lager
1043,Haywards 2000,7.5,0.0,American-Style Lager
1044,Lightner Creek Lager,0.0,0.0,American-Style Lager
1045,Wasatch 1st Amendment Lager,4.0,0.0,American-Style Lager
1046,Buffalo Lager,4.8,0.0,American-Style Lager
1047,Peroni,5.1,0.0,American-Style Lager
1048,Blackened Voodoo,5.0,0.0,American-Style Lager
1049,Howl,4.6,0.0,American-Style Lager
1050,Grain Belt,4.6,0.0,American-Style Lager
1051,Hop Rocker,5.5,0.0,American-Style Lager
1052,Farmer's Tan Imperial Pale Lager,9.0,0.0,American-Style Lager
1053,Abita Golden,0.0,0.0,American-Style Lager
1054,Cutthroat Porter,4.8,0,Porter
1055,Porter,0.0,0,Porter
1056,Big Shot Seasonal Ale,0.0,0,Porter
1057,Carnegie Stark-Porter,5.5,0,Porter
1058,Troll Porter,0.0,0,Porter
1059,Nitro Porter,0.0,0,Porter
1060,Okocim Porter,8.3,0,Porter
1061,Certified Organic Porter,5.5,0,Porter
1062,Black Jack Porter,0.0,0,Porter
1063,Porter,8.0,0,Porter
1064,NÃ¸gne Ã˜ Porter,7.0,0,Porter
1065,Porter,0.0,0,Porter
1066,Zone 7 Porter,3.8,0,Porter
1067,Penalty Shot Porter,5.8,0,Porter
1068,P.M. Porter,6.4,0,Porter
1069,Bully! Porter,5.4,0,Porter
1070,Planet Porter / Boulder Porter,5.5,0,Porter
1071,Old Growler,6.5,0,Porter
1072,Monkey Wrench Dark Ale,5.3,0,Porter
1073,London Porter,6.5,0,Porter
1074,Imperial Porter,0.0,0,Porter
1075,Old Engine Oil,6.0,0,Porter
1076,Old Slug Porter,4.5,0,Porter
1077,Porter,7.1,0,Porter
1078,Nightmare,5.0,0,Porter
1079,Huusbier Schwarz,4.5,0,Porter
1080,Old Sullivan Porter,0.0,0,Porter
1081,Nightwatch Dark Ale,5.5,0,Porter
1082,Coal Creek Porter,0.0,0,Porter
1083,Perseus Porter,5.4,0,Porter
1084,Porter,0.0,0,Porter
1085,Possession Porter,5.6,0,Porter
1086,Porter,5.8,0,Porter
1087,Highwater Porter,6.0,0,Porter
1088,Porter,5.9,0,Porter
1089,Mudshark Porter,0.0,0,Porter
1090,Blacktop Porter,0.0,0,Porter
1091,Puget Porter,0.0,0,Porter
1092,Porter,0.0,0,Porter
1093,Princess of Darkness Porter,4.6,0,Porter
1094,Porter,0.0,0,Porter
1095,Old-Style Porter,5.1,0,Porter
1096,Masterpiece Porter,0.0,0,Porter
1097,Pig Iron Porter,0.0,0,Porter
1098,Burntwood Black Ale,0.0,0,Porter
1099,Porter,0.0,0,Porter
1100,Princess of Darkness Porter,5.4,0,Porter
1101,Pioneer Peak Porter,4.3,0,Porter
1102,Ironhead Porter Old No. 3,6.0,0,Porter
1103,Irvington Porter,0.0,0,Porter
1104,Peak One Porter,0.0,0,Porter
1105,Black Sand Porter,0.0,0,Porter
1106,Powell Porter,0.0,0,Porter
1107,Big Island Porter,0.0,0,Porter
1108,Cork Brown Ale,0.0,0,Porter
1109,Dundee Porter,0.0,0,Porter
1110,Lava Rock Porter,7.0,0,Porter
1111,Three Threads Porter,0.0,0,Porter
1112,Point Loma Porter,0.0,0,Porter
1113,Mission Gorge Porter,0.0,0,Porter
1114,Smoked Porter,5.9,0,Porter
1115,Bottle Conditioned Porter,5.5,0,Porter
1116,Porter Boom,8.0,0,Porter
1117,Port Washington Old Port Porter,0.0,0,Porter
1118,Black Hook Porter,0.0,0,Porter
1119,Princess of Darkness Porter,0.0,0,Porter
1120,Chief Blackhawk Porter,5.6,0,Porter
1121,Porter,0.0,0,Porter
1122,Porter,0.0,0,Porter
1123,Dark Star,0.0,0,Porter
1124,Porter,6.0,0,Porter
1125,Poplar Porter,0.0,0,Porter
1126,Ponchartrain Porter,0.0,0,Porter
1127,Winter Porter,0.0,0,Porter
1128,Donner Party Porter,6.7,0,Porter
1129,Porter,0.0,0,Porter
1130,Lazy Jake Porter,0.0,0,Porter
1131,Packs A Punch Porter,0.0,0,Porter
1132,Gust-N-Gale Porter,0.0,0,Porter
1133,Not Tonight Honey Porter,6.5,0,Porter
1134,Workhorse Porter,0.0,0,Porter
1135,Porter,0.0,0,Porter
1136,Black Earth Porter,0.0,0,Porter
1137,St. Edmunds Strong Porter,0.0,0,Porter
1138,North of the Border Porter,6.0,0,Porter
1139,Porter,0.0,0,Porter
1140,Palace Porter,0.0,0,Porter
1141,Titan Porter,0.0,0,Porter
1142,McBride Porter,0.0,0,Porter
1143,Black Earth Porter,0.0,0,Porter
1144,Steelhead Scotch Porter,0.0,0,Porter
1145,Titan Porter,0.0,0,Porter
1146,Black Butte Porter,5.2,0,Porter
1147,Black Irish Plain Porter,0.0,0,Porter
1148,Promethean Porter,0.0,0,Porter
1149,Alpenhof Baltic Porter,0.0,0,Porter
1150,Calumet Dark,0.0,0.0,Porter
1151,Badger Porter,0.0,0.0,Porter
1152,Killer Beer Dark Honey Ale,0.0,0.0,Porter
1153,Port Clinton Porter,0.0,0.0,Porter
1154,Palpitations Porter,0.0,0.0,Porter
1155,Dark Star,0.0,0.0,Porter
1156,Burton Porter,0.0,0.0,Porter
1157,Porter,0.0,0.0,Porter
1158,Dark,0.0,0.0,Porter
1159,Blackbird Porter,0.0,0.0,Porter
1160,Cold Cock Porter (discontinued),0.0,0.0,Porter
1161,Pacific Porter,0.0,0.0,Porter
1162,Dark,0.0,0.0,Porter
1163,Storm Cellar Porter,5.7,0.0,Porter
1164,Coal Porter,0.0,0.0,Porter
1165,Limestone English Style Porter (discontinued),0.0,0.0,Porter
1166,34th Street Porter,0.0,0.0,Porter
1167,Cole Porter,0.0,0.0,Porter
1168,Road Dog Ale,6.0,0.0,Porter
1169,Stealth Dark Ale,0.0,0.0,Porter
1170,Porter,0.0,0.0,Porter
1171,Yuletide Porter,0.0,0.0,Porter
1172,Rosed Porter,0.0,0.0,Porter
1173,Thomas Kemper Porter,0.0,0.0,Porter
1174,Porter,0.0,0.0,Porter
1175,4868 Dark Wheat,0.0,0.0,Porter
1176,Pau Hana Porter,0.0,0.0,Porter
1177,Special Reserve Anniversary Porter,0.0,0.0,Porter
1178,Porter,0.0,0.0,Porter
1179,Organic Porter,0.0,0.0,Porter
1180,Blacksmith Porter,0.0,0.0,Porter
1181,Barking Fish Porter,0.0,0.0,Porter
1182,Texas Special 101 Porter,0.0,0.0,Porter
1183,Famous Porter,0.0,0.0,Porter
1184,Charles River Porter,6.0,0.0,Porter
1185,Porter,0.0,0.0,Porter
1186,Porter,0.0,0.0,Porter
1187,Deep Enders Dark,0.0,0.0,Porter
1188,Porter,0.0,0.0,Porter
1189,Irish Porter (discontinued),0.0,0.0,Porter
1190,Dead Reckoning Porter,5.8,0.0,Porter
1191,Moose Drool Brown Ale,5.3,0.0,Porter
1192,Pennypacker Porter,5.4,0.0,Porter
1193,Coconut Porter,0.0,0.0,Porter
1194,Yuengling Porter,4.7,0.0,Porter
1195,Rye Porter,0.0,0.0,Porter
1196,Black Hole,7.0,0.0,Porter
1197,Imperial Espresso Porter,8.0,0.0,Porter
1198,General Pippo's Porter,5.5,0.0,Porter
1199,Gonzo Imperial Porter,7.8,0.0,Porter
1200,Ipswich Porter,5.9,0.0,Porter
1201,Samuel Adams Holiday Porter,5.8,0.0,Porter
1202,Raspberry Porter,0.0,0.0,Porter
1203,Samuel Adams Honey Porter,0.0,0.0,Porter
1204,Alaskan Smoked Porter,6.5,0.0,Porter
1205,Pullman Porter,0.0,0.0,Porter
1206,Baltic Porter,7.5,0.0,Porter
1207,Shoo-Fly Porter,6.0,0.0,Porter
1208,Oak-Aged Imperial Chocolate Pumpkin Porter,7.8,0.0,Porter
1209,Big Nasty Porter,6.4,0.0,Porter
1210,Hellsmoke Porter,5.7,0.0,Porter
1211,Estes Park Porter,4.6,0.0,Porter
1212,Dundee Porter,6.5,0.0,Porter
1213,Potbelly Porter,0.0,0.0,Porter
1214,Brigantine Smoked Porter,8.54,0.0,Porter
1215,Maui Coconut Porter,5.7,0.0,Porter
1216,King's Peak Porter,4.0,0.0,Porter
1217,Alpha Klaus Xmas Porter,7.5,0.0,Porter
1218,Duck-Rabbit Porter,5.7,0.0,Porter
1219,Meantime Coffee,6.0,0.0,Porter
1220,Pearl Street Porter,0.0,0.0,Porter
1221,Exodus Porter,0.0,0.0,Porter
1222,State Pen Porter,6.4,0.0,Porter
1223,Benchwarmer Porter,6.4,0.0,Porter
1224,Black Toad Dark Ale,0.0,0.0,Porter
1225,Puget Brown Porter,5.6,0.0,Porter
1226,Petrified Porter,0.0,0.0,Porter
1227,Black Butte XXI,11.0,0.0,Porter
1228,Red Brick Double Chocolate Oatmeal Porter,7.7,0.0,Porter
1229,BackDraft Chocolate Porter,0.0,0.0,Porter
1230,(512) Pecan Porter,6.8,0.0,Porter
1231,(512) Whiskey Barrel Aged Double Pecan Porter,8.2,0.0,Porter
1232,Captin Lawrence Smoked Porter,6.4,0.0,Porter
1233,Silk Porter,6.2,0.0,Porter
1234,Paradise Porter,4.99,0.0,Porter
1235,Maple Nut Brown Ale Ale,0.0,0,American-Style Brown Ale
1236,Winter Cheer,0.0,0,American-Style Brown Ale
1237,Maracaibo Especial,7.5,0,American-Style Brown Ale
1238,Bender Beer,5.1,0,American-Style Brown Ale
1239,Brunette Nut Brown Ale,0.0,0,American-Style Brown Ale
1240,Warm Welcome Nut Browned Ale,6.0,0,American-Style Brown Ale
1241,Buzzsaw Brown,4.8,0,American-Style Brown Ale
1242,Danger Ale,5.2,0,American-Style Brown Ale
1243,Steelie Brown Ale,0.0,0,American-Style Brown Ale
1244,Beer Town Brown,0.0,0,American-Style Brown Ale
1245,NÃ¸gne Ã˜ Brown Ale,4.5,0,American-Style Brown Ale
1246,Lunar Ale,5.1,0,American-Style Brown Ale
1247,Ironwood Dark,0.0,0,American-Style Brown Ale
1248,Nutty Brewnette,5.9,0,American-Style Brown Ale
1249,Bison Brown Ale,0.0,0,American-Style Brown Ale
1250,Harvest Brown,0.0,0,American-Style Brown Ale
1251,Altbier,0.0,0,American-Style Brown Ale
1252,Brotherhood Black & Tan,0.0,0,American-Style Brown Ale
1253,Nut Brown Ale,0.0,0,American-Style Brown Ale
1254,Downtown Brown,0.0,0,American-Style Brown Ale
1255,Pelican Bay Brown,0.0,0,American-Style Brown Ale
1256,Wilsteraner Altbier,5.6,0,American-Style Brown Ale
1257,Brown Ale,5.6,0,American-Style Brown Ale
1258,Nut Brown,4.3,0,American-Style Brown Ale
1259,Amber Ale,5.1,0,American-Style Brown Ale
1260,Skagit Brown Ale,4.8,0,American-Style Brown Ale
1261,Nut Brown Ale,0.0,0,American-Style Brown Ale
1262,Bugeater Brown Ale,4.4,0,American-Style Brown Ale
1263,Sticke,6.0,0,American-Style Brown Ale
1264,Alt,4.5,0,American-Style Brown Ale
1265,Rapidan Brown,0.0,0,American-Style Brown Ale
1266,Mild Brown,0.0,0,American-Style Brown Ale
1267,Nut Brown Ale,4.2,0,American-Style Brown Ale
1268,Amber,0.0,0,American-Style Brown Ale
1269,Otis Alt,5.3,0,American-Style Brown Ale
1270,Buccaneer Brown Ale,0.0,0,American-Style Brown Ale
1271,Four Alarm Alt,4.8,0,American-Style Brown Ale
1272,Nut Brown Ale,5.2,0,American-Style Brown Ale
1273,Autumn Ale,6.7,0,American-Style Brown Ale
1274,Alt-Er-Ego Amber,5.0,0,American-Style Brown Ale
1275,Nut Brown,0.0,0,American-Style Brown Ale
1276,Uptown Brown,0.0,0,American-Style Brown Ale
1277,Old Town Nut Brown,0.0,0,American-Style Brown Ale
1278,Brown Ale,0.0,0,American-Style Brown Ale
1279,Downtown After Dark,12.0,0,American-Style Brown Ale
1280,Burly Brown Ale,0.0,0,American-Style Brown Ale
1281,Red Cedar Red,0.0,0,American-Style Brown Ale
1282,Toasted Oats & Molasses Brown Ale,0.0,0,American-Style Brown Ale
1283,Downtown Brown,5.0,0,American-Style Brown Ale
1284,English Brown Ale (discontinued),0.0,0,American-Style Brown Ale
1285,Alt,0.0,0,American-Style Brown Ale
1286,Altbier,0.0,0,American-Style Brown Ale
1287,Foxy Brown,0.0,0,American-Style Brown Ale
1288,Gritstone Premium Ale,0.0,0,American-Style Brown Ale
1289,Northumbrian Brown Ale,0.0,0,American-Style Brown Ale
1290,Alt,4.8,0,American-Style Brown Ale
1291,Alt,0.0,0,American-Style Brown Ale
1292,Alt,4.6,0,American-Style Brown Ale
1293,Altbier,0.0,0,American-Style Brown Ale
1294,Alt,0.0,0,American-Style Brown Ale
1295,Capital Brown Ale,0.0,0,American-Style Brown Ale
1296,Nut Brown Ale,0.0,0,American-Style Brown Ale
1297,Esker Alt,0.0,0,American-Style Brown Ale
1298,Black River Brown,0.0,0,American-Style Brown Ale
1299,Log Cabin Nut Brown,0.0,0,American-Style Brown Ale
1300,Bison Brown,5.0,0,American-Style Brown Ale
1301,British Nut Brown,0.0,0,American-Style Brown Ale
1302,Brown,0.0,0,American-Style Brown Ale
1303,Mullin Brown,4.8,0,American-Style Brown Ale
1304,Brown Trout Brown,0.0,0,American-Style Brown Ale
1305,Big Horn Nut Brown Ale,0.0,0,American-Style Brown Ale
1306,Jubilate Special Reserve Anniversary Ale,0.0,0,American-Style Brown Ale
1307,Ãœber-Sticke Altbier,0.0,0,American-Style Brown Ale
1308,Third Stone Brown,0.0,0,American-Style Brown Ale
1309,Boxcar Brown Ale,0.0,0,American-Style Brown Ale
1310,Griffon Brown Ale,0.0,0,American-Style Brown Ale
1311,Nut Brown Ale,4.8,0,American-Style Brown Ale
1312,Nut Brown Ale,0.0,0,American-Style Brown Ale
1313,Nut Brown Ale,0.0,0,American-Style Brown Ale
1314,Saint Arnold Brown Ale,5.3,0.0,American-Style Brown Ale
1315,Brown Ale,0.0,0.0,American-Style Brown Ale
1316,Traditional Ale,5.0,0.0,American-Style Brown Ale
1317,Chubby Brown,8.0,0.0,American-Style Brown Ale
1318,Nut Brown,0.0,0.0,American-Style Brown Ale
1319,Honey Brown Ale,0.0,0.0,American-Style Brown Ale
1320,Alt,4.9,0.0,American-Style Brown Ale
1321,Geordie Brown Ale,0.0,0.0,American-Style Brown Ale
1322,Nut Brown Ale,0.0,0.0,American-Style Brown Ale
1323,Eccentric Ale,0.0,0.0,American-Style Brown Ale
1324,Nut Brown Ale,0.0,0.0,American-Style Brown Ale
1325,Wintertime Ale 1992,0.0,0.0,American-Style Brown Ale
1326,Magic Brew,0.0,0.0,American-Style Brown Ale
1327,Brown Ale,0.0,0.0,American-Style Brown Ale
1328,Beachballs Red Ale,0.0,0.0,American-Style Brown Ale
1329,Buffalo Nutty Brown,0.0,0.0,American-Style Brown Ale
1330,Christmas Ale,0.0,0.0,American-Style Brown Ale
1331,Nut Brown Ale,0.0,0.0,American-Style Brown Ale
1332,Brown Ale,0.0,0.0,American-Style Brown Ale
1333,Dusseldorf-Style Altbier,0.0,0.0,American-Style Brown Ale
1334,Brown,0.0,0.0,American-Style Brown Ale
1335,Downtown Brown,0.0,0.0,American-Style Brown Ale
1336,Bull Town Brown,0.0,0.0,American-Style Brown Ale
1337,Double Eagle Brown Ale,0.0,0.0,American-Style Brown Ale
1338,Big Bertha Brown,0.0,0.0,American-Style Brown Ale
1339,Nut Brown Ale,0.0,0.0,American-Style Brown Ale
1340,Brown Bear Brown Ale,0.0,0.0,American-Style Brown Ale
1341,Brown Bear Ale,0.0,0.0,American-Style Brown Ale
1342,Alexander Alt,0.0,0.0,American-Style Brown Ale
1343,Best Brown,0.0,0.0,American-Style Brown Ale
1344,Alt Bier,0.0,0.0,American-Style Brown Ale
1345,Brown Ale,5.6,0.0,American-Style Brown Ale
1346,Ehu Ale,0.0,0.0,American-Style Brown Ale
1347,Ironhorse Not Brown,0.0,0.0,American-Style Brown Ale
1348,Big Kahuna Brown,0.0,0.0,American-Style Brown Ale
1349,Acme California Brown Ale,5.6,0.0,American-Style Brown Ale
1350,Bulldog Brown,0.0,0.0,American-Style Brown Ale
1351,Bad Bear Brown,0.0,0.0,American-Style Brown Ale
1352,Da Bier Altbier,0.0,0.0,American-Style Brown Ale
1353,Wintertime Ale,0.0,0.0,American-Style Brown Ale
1354,Maple Nut Brown,0.0,0.0,American-Style Brown Ale
1355,Sod House Altbier,0.0,0.0,American-Style Brown Ale
1356,Beaver Tail Brown Ale,0.0,0.0,American-Style Brown Ale
1357,Fat Squirrel Nut Brown Ale,5.8,0.0,American-Style Brown Ale
1358,Trail Blaze Organic Brown Ale,5.3,0.0,American-Style Brown Ale
1359,Nut Brown Ale,0.0,0.0,American-Style Brown Ale
1360,Nut Brown Ale,5.0,0.0,American-Style Brown Ale
1361,Nut Brown Ale,3.2,0.0,American-Style Brown Ale
1362,Indian Brown Ale,7.2,0.0,American-Style Brown Ale
1363,Ipswich Dark Ale,6.3,0.0,American-Style Brown Ale
1364,Ipswich Nut Brown,5.5,0.0,American-Style Brown Ale
1365,American-Style Brown Ale,5.0,0.0,American-Style Brown Ale
1366,Samuel Adams Brown Ale,5.35,0.0,American-Style Brown Ale
1367,Village Nut Brown Ale,6.0,0.0,American-Style Brown Ale
1368,Climax Nut Brown Ale,5.2,0.0,American-Style Brown Ale
1369,Sacramento Nut Brown Ale,5.4,0.0,American-Style Brown Ale
1370,Thunder Hole Ale,4.8,0.0,American-Style Brown Ale
1371,Wynona's Big Brown Ale,7.3,0.0,American-Style Brown Ale
1372,American Brown Ale,6.5,0.0,American-Style Brown Ale
1373,Flashback Anniversary Ale,6.8,0.0,American-Style Brown Ale
1374,Duck-Rabbit Brown Ale,5.6,0.0,American-Style Brown Ale
1375,Tailgate Brown Ale,5.9,0.0,American-Style Brown Ale
1376,Colorado Trail Nut Brown Ale,0.0,0.0,American-Style Brown Ale
1377,Santa Fe Nut Brown,5.2,0.0,American-Style Brown Ale
1378,Doryman's Dark Ale,5.8,0.0,American-Style Brown Ale
1379,India Style Brown Ale,6.0,0.0,American-Style Brown Ale
1380,Bear Tooth Ale,6.2,0.0,American-Style Brown Ale
1381,Maduro Oatmeal Brown Ale,5.5,0.0,American-Style Brown Ale
1382,(512) Bruin,7.6,0.0,American-Style Brown Ale
1383,Brown Bird Brown Ale,4.8,0.0,American-Style Brown Ale
1384,Christmas Ale,5.5,38.0,American-Style Brown Ale
1385,Imperial Nut Brown,9.8,0.0,American-Style Brown Ale
1386,Dos Perros,3.5,21.0,American-Style Brown Ale
1387,Quelque Chose,8.0,0,Belgian-Style Fruit Lambic
1388,CuvÃ©e des Champions 2003-2004,0.0,0,Belgian-Style Fruit Lambic
1389,Classic Gueuze,0.0,0,Belgian-Style Fruit Lambic
1390,Gueuze-Lambic,6.5,0,Belgian-Style Fruit Lambic
1391,Gueuze Bio / Organic Gueuze,0.0,0,Belgian-Style Fruit Lambic
1392,Bruocsella 1900 Grand Cru,0.0,0,Belgian-Style Fruit Lambic
1393,Oude Gueuze Vielle,0.0,0,Belgian-Style Fruit Lambic
1394,Gueuze 1882,5.0,0,Belgian-Style Fruit Lambic
1395,Pseudo Lambic Framboise,0.0,0,Belgian-Style Fruit Lambic
1396,Geuze Boon,6.0,0,Belgian-Style Fruit Lambic
1397,CuvÃ©e RenÃ© Grand Cru Gueuze Lambic,0.0,0,Belgian-Style Fruit Lambic
1398,Iris,0.0,0,Belgian-Style Fruit Lambic
1399,RosÃ© de Gambrinus,0.0,0,Belgian-Style Fruit Lambic
1400,Oude Kriek,0.0,0,Belgian-Style Fruit Lambic
1401,Kriek-Lambic,0.0,0,Belgian-Style Fruit Lambic
1402,Summer Gueuze,0.0,0,Belgian-Style Fruit Lambic
1403,Double Gueuze (discontinued),0.0,0,Belgian-Style Fruit Lambic
1404,Liefmans Kriekbier,6.0,0,Belgian-Style Fruit Lambic
1405,Oude Gueuze,0.0,0,Belgian-Style Fruit Lambic
1406,Oudbeitje,0.0,0,Belgian-Style Fruit Lambic
1407,Iambic Lambic,0.0,0,Belgian-Style Fruit Lambic
1408,Kriek,0.0,0.0,Belgian-Style Fruit Lambic
1409,St. Louis Gueuze,4.5,0.0,Belgian-Style Fruit Lambic
1410,Frambozen,0.0,0.0,Belgian-Style Fruit Lambic
1411,Mort Subite Gueuze Lambic,4.5,0.0,Belgian-Style Fruit Lambic
1412,Samuel Adams Cranberry Lambic,5.9,0.0,Belgian-Style Fruit Lambic
1413,Wild Blue Blueberry Lager,8.0,0.0,Belgian-Style Fruit Lambic
1414,Watermelon Wheat,5.5,0.0,Belgian-Style Fruit Lambic
1415,Oude Geuze,6.0,0.0,Belgian-Style Fruit Lambic
1416,Honey-Raspberry Ale,4.4,0.0,Belgian-Style Fruit Lambic
1417,Arizona Peach,4.0,0.0,Belgian-Style Fruit Lambic
1418,Timmermans Forest Fruit,0.0,0.0,Belgian-Style Fruit Lambic
1419,Timmermans Framboise,0.0,0.0,Belgian-Style Fruit Lambic
1420,Timmermans PÃªche,0.0,0.0,Belgian-Style Fruit Lambic
1421,Timmermans Kriek,0.0,0.0,Belgian-Style Fruit Lambic
1422,Drie Fonteinen Kriek,5.0,0.0,Belgian-Style Fruit Lambic
1423,Cascade Apricot Ale,9.0,0.0,Belgian-Style Fruit Lambic
1424,Vigneronne,5.0,0.0,Belgian-Style Fruit Lambic
1425,Cardinal Pale Ale,0.0,0,American-Style Pale Ale
1426,Zinnebir,0.0,0,American-Style Pale Ale
1427,Harvest Ale 2007,6.7,0,American-Style Pale Ale
1428,Petrus Speciale,5.5,0,American-Style Pale Ale
1429,Modern Monks Belgian Blonde,0.0,0,American-Style Pale Ale
1430,Harvest Ale,0.0,0,American-Style Pale Ale
1431,Sharptail Pale Ale,0.0,0,American-Style Pale Ale
1432,India Pale Ale,0.0,0,American-Style Pale Ale
1433,Pendle Witches Brew,5.1,0,American-Style Pale Ale
1434,Tikka Gold,5.0,0,American-Style Pale Ale
1435,Falcon Pale Ale,0.0,0,American-Style Pale Ale
1436,Eisenbahn South American Pale Ale (S.A.P.A.),0.0,0,American-Style Pale Ale
1437,American Pale Ale,0.0,0,American-Style Pale Ale
1438,Pale Ale,0.0,0,American-Style Pale Ale
1439,Silk Lady,4.4,0,American-Style Pale Ale
1440,Double India Pale Ale,8.6,0,American-Style Pale Ale
1441,Certified Organic India Pale Ale,7.0,0,American-Style Pale Ale
1442,Export Ale,5.1,0,American-Style Pale Ale
1443,Undercover Investigation Shut-Down Ale,9.28,0,American-Style Pale Ale
1444,Sawtooth Ale,0.0,0,American-Style Pale Ale
1445,Denver Pale Ale / DPA,5.4,0,American-Style Pale Ale
1446,NÃ¸gne Ã˜ Pale Ale,6.0,0,American-Style Pale Ale
1447,Pillar Point Pale Ale,4.6,0,American-Style Pale Ale
1448,Pelican Pale,5.0,0,American-Style Pale Ale
1449,Shining Star Pale Ale,5.0,0,American-Style Pale Ale
1450,India Pale Ale,6.5,0,American-Style Pale Ale
1451,Pale Ale,0.0,0,American-Style Pale Ale
1452,Pleasanton Pale,5.3,0,American-Style Pale Ale
1453,India Pale Ale,7.5,0,American-Style Pale Ale
1454,Pale Ale,0.0,0,American-Style Pale Ale
1455,Piranha Pale Ale,5.7,0,American-Style Pale Ale
1456,Pale Ale,0.0,0,American-Style Pale Ale
1457,Boulevard Pale Ale,5.4,0,American-Style Pale Ale
1458,Prairie Pale,0.0,0,American-Style Pale Ale
1459,English Ale,0.0,0,American-Style Pale Ale
